term_name,definition,definition_source,definition_source_text,definition_source_link,related_terms,canonical_uri,widoco_link,source_version,source_timestamp,query_checksum
Confidence category,"Categorical confidence rating (High, Medium, Low) reported alongside a rapid status assessment.",,,,Rapid status confidence scheme (inScheme) [https://w3id.org/gcdfo/salmon#RapidStatusConfidenceScheme],https://w3id.org/gcdfo/salmon#ConfidenceCategory,https://w3id.org/gcdfo/salmon/widoco/index.html#ConfidenceCategory,16c2e13d2f5bcf6bb473fd168e2bca74daf206e0,2025-12-16T22:14:38.625018+00:00,5f7c476a5c3e22e3cd3773ba1107e3d700e42814f02dd3429f405d6a1462e752
