dataset_id,table_id,column_name,column_label,column_description,column_role,value_type,term_iri,property_iri,entity_iri,unit_iri,constraint_iri,method_iri,required
spsr,smu_metadata,start_year,Start Year,The start year the times series index became available.,temporal,integer,,,https://w3id.org/gcdfo/salmon#StockManagementUnit,,,,
spsr,smu_metadata,end_year,End Year,The end  year of the time series index.,temporal,integer,,,https://w3id.org/gcdfo/salmon#StockManagementUnit,,,,
spsr,smu_metadata,method_collection,Data Collection Methods,"Notes on data collection methds (data sources, methods, etc.).",attribute,string,,,https://w3id.org/gcdfo/salmon#StockManagementUnit,,,,
spsr,smu_metadata,method_analysis,Data Analysis Methods,"Notes on data analysis (infill methods, analytical methods, etc.).",attribute,string,,,https://w3id.org/gcdfo/salmon#StockManagementUnit,,,,
spsr,smu_metadata,year_type,Year Method,"The type of  year definition that is used in the dataset (e.g., calendar year, brood year).",categorical,string,https://w3id.org/gcdfo/salmon#YearBasis,,https://w3id.org/gcdfo/salmon#StockManagementUnit,,,,
spsr,smu_metadata,age_type,Age Method,"The type of  age definition that is used in the dataset (e.g., freshwater age, ocean age).",categorical,string,https://w3id.org/gcdfo/salmon#AgeNotation,,https://w3id.org/gcdfo/salmon#StockManagementUnit,,,,
spsr,smu_metadata,index_quality,Information Quality New Zealand Standard,Quality of the dataset quantified from 1-5 based on New Zealand Quality Index.,categorical,string,https://w3id.org/gcdfo/salmon#ConfidenceCategory,,https://w3id.org/gcdfo/salmon#StockManagementUnit,,https://w3id.org/gcdfo/salmon#DataQualityRatingContext,,
spsr,smu_metadata,information_quality,Information Quality,"Quality of the dataset quantified from 1-5 based on the data quality framework in Ogden 2015, section 2.3,",attribute,string,,,https://w3id.org/gcdfo/salmon#StockManagementUnit,,,,
spsr,smu_metadata,reference,Reference,Plain text reference for the report that the data was derived from.,attribute,string,http://purl.org/dc/terms/bibliographicCitation,,https://w3id.org/gcdfo/salmon#StockManagementUnit,,,,
spsr,smu_metadata,contact,Contact,Name and email contact for a data steward or expert who provided the data.,attribute,string,,,https://w3id.org/gcdfo/salmon#StockManagementUnit,,,,
spsr,smu_metadata,comments,Comments,Additional comments about the time series from data providers or stewards.,attribute,string,,,https://w3id.org/gcdfo/salmon#StockManagementUnit,,,,
spsr,smu_year,smu_id,SMU ID,Alphanumeric ID number for stock management unit (SMU) demographic unit. An official list of SMU ID's and corresponding names can be found in the NuSEDS CU/SMU Crosswalk,identifier,string,,,https://w3id.org/gcdfo/salmon#StockManagementUnit,,,,
spsr,smu_year,year,Year,The year measurements were captured (please see Year Type for definition of year).,temporal,integer,,,https://w3id.org/gcdfo/salmon#StockManagementUnit,,,,
spsr,smu_year,mainstem_age_1,Mainstem (Age 1),Number of fish caught in mainstem at age 1.,measurement,integer,http://rs.tdwg.org/dwc/terms/individualCount,http://qudt.org/vocab/quantitykind/Count,https://w3id.org/gcdfo/salmon#StockManagementUnit,http://qudt.org/vocab/unit/NUM,https://w3id.org/gcdfo/salmon#Age1YearClass;https://w3id.org/gcdfo/salmon#MainstemPhase,,
spsr,smu_year,mainstem_age_2,Mainstem (Age 2),Number of fish caught in mainstem at age 2.,measurement,integer,http://rs.tdwg.org/dwc/terms/individualCount,http://qudt.org/vocab/quantitykind/Count,https://w3id.org/gcdfo/salmon#StockManagementUnit,http://qudt.org/vocab/unit/NUM,https://w3id.org/gcdfo/salmon#Age2YearClass;https://w3id.org/gcdfo/salmon#MainstemPhase,,
spsr,smu_year,mainstem_age_3,Maintsem (Age 3),Number of fish caught in mainstem at age 3.,measurement,integer,http://rs.tdwg.org/dwc/terms/individualCount,http://qudt.org/vocab/quantitykind/Count,https://w3id.org/gcdfo/salmon#StockManagementUnit,http://qudt.org/vocab/unit/NUM,https://w3id.org/gcdfo/salmon#Age3YearClass;https://w3id.org/gcdfo/salmon#MainstemPhase,,
spsr,smu_year,mainstem_age_4,Mainstem (Age 4),The number of fish caught in the mainstem at age 4.,measurement,integer,http://rs.tdwg.org/dwc/terms/individualCount,http://qudt.org/vocab/quantitykind/Count,https://w3id.org/gcdfo/salmon#StockManagementUnit,http://qudt.org/vocab/unit/NUM,https://w3id.org/gcdfo/salmon#Age4YearClass;https://w3id.org/gcdfo/salmon#MainstemPhase,,
spsr,smu_year,mainstem_age_5,Mainstem (Age 5),The number of fish caught in the mainstem at age 5.,measurement,integer,http://rs.tdwg.org/dwc/terms/individualCount,http://qudt.org/vocab/quantitykind/Count,https://w3id.org/gcdfo/salmon#StockManagementUnit,http://qudt.org/vocab/unit/NUM,https://w3id.org/gcdfo/salmon#Age5YearClass;https://w3id.org/gcdfo/salmon#MainstemPhase,,
spsr,smu_year,mainstem_age_6,Mainstem (Age 6),The number of fish caught in the mainstem at age 6.,measurement,integer,http://rs.tdwg.org/dwc/terms/individualCount,http://qudt.org/vocab/quantitykind/Count,https://w3id.org/gcdfo/salmon#StockManagementUnit,http://qudt.org/vocab/unit/NUM,https://w3id.org/gcdfo/salmon#Age6YearClass;https://w3id.org/gcdfo/salmon#MainstemPhase,,
spsr,smu_year,mainstem_age_7,Mainstem (Age 7),The number of fish caught in the mainstem at age 7.,measurement,integer,http://rs.tdwg.org/dwc/terms/individualCount,http://qudt.org/vocab/quantitykind/Count,https://w3id.org/gcdfo/salmon#StockManagementUnit,http://qudt.org/vocab/unit/NUM,https://w3id.org/gcdfo/salmon#Age7YearClass;https://w3id.org/gcdfo/salmon#MainstemPhase,,
spsr,smu_year,mainstem_mortality_rate,Mainstem Mortality,The proportion of a population that dies during the freshwater phase (mainstem).,measurement,number,,http://qudt.org/vocab/quantitykind/DimensionlessRatio,https://w3id.org/gcdfo/salmon#StockManagementUnit,http://qudt.org/vocab/unit/UNITLESS,https://w3id.org/gcdfo/salmon#MainstemPhase;https://w3id.org/gcdfo/salmon#SurvivalOrMortalityContext,,
spsr,smu_year,ocean_mortality_rate,Ocean Mortality,The proportion of a population that dies during the marine phase (ocean).,measurement,number,,http://qudt.org/vocab/quantitykind/DimensionlessRatio,https://w3id.org/gcdfo/salmon#StockManagementUnit,http://qudt.org/vocab/unit/UNITLESS,https://w3id.org/gcdfo/salmon#OceanPhase;https://w3id.org/gcdfo/salmon#SurvivalOrMortalityContext,,
spsr,smu_year,terminal_mortality_rate,Terminal Mortality,"The proportion of a population that dies during the terminal phase (e.g., in-river fishery, if applicable).",measurement,number,,http://qudt.org/vocab/quantitykind/DimensionlessRatio,https://w3id.org/gcdfo/salmon#StockManagementUnit,http://qudt.org/vocab/unit/UNITLESS,https://w3id.org/gcdfo/salmon#TerminalPhase;https://w3id.org/gcdfo/salmon#SurvivalOrMortalityContext,,
spsr,smu_year,cwt_marine_survival_rate,CWT Marine Survival,Coded Wire Tag marine survival rate (survival of tagged fish in the ocean).,measurement,number,,http://qudt.org/vocab/quantitykind/DimensionlessRatio,https://w3id.org/gcdfo/salmon#StockManagementUnit,http://qudt.org/vocab/unit/UNITLESS,https://w3id.org/gcdfo/salmon#SurvivalOrMortalityContext,,
spsr,smu_year,in_river_mortality_rate,Total Mortality,Thee proportion of a population that dies during the in-river phase.,measurement,number,,http://qudt.org/vocab/quantitykind/DimensionlessRatio,https://w3id.org/gcdfo/salmon#StockManagementUnit,http://qudt.org/vocab/unit/UNITLESS,https://w3id.org/gcdfo/salmon#SurvivalOrMortalityContext,,
spsr,smu_year,total_mortality_rate,Total Mortality,The proportion of a fish population that dies from all causes over the time period.,measurement,number,,http://qudt.org/vocab/quantitykind/DimensionlessRatio,https://w3id.org/gcdfo/salmon#StockManagementUnit,http://qudt.org/vocab/unit/UNITLESS,https://w3id.org/gcdfo/salmon#SurvivalOrMortalityContext,,
spsr,smu_year,ocean_catch,Ocean Catch,Number of fish caught in ocean fisheries.,measurement,integer,http://rs.tdwg.org/dwc/terms/individualCount,http://qudt.org/vocab/quantitykind/Count,https://w3id.org/gcdfo/salmon#StockManagementUnit,http://qudt.org/vocab/unit/NUM,https://w3id.org/gcdfo/salmon#OceanPhase;https://w3id.org/gcdfo/salmon#CatchContext,,
spsr,smu_year,ocean_age_1,Ocean (Age 1),Number of fish caught in ocean at age 1.,measurement,integer,http://rs.tdwg.org/dwc/terms/individualCount,http://qudt.org/vocab/quantitykind/Count,https://w3id.org/gcdfo/salmon#StockManagementUnit,http://qudt.org/vocab/unit/NUM,https://w3id.org/gcdfo/salmon#Age1YearClass;https://w3id.org/gcdfo/salmon#OceanPhase,,
spsr,smu_year,ocean_age_2,Ocean (Age 2),Number of fish caught in ocean at age 2.,measurement,integer,http://rs.tdwg.org/dwc/terms/individualCount,http://qudt.org/vocab/quantitykind/Count,https://w3id.org/gcdfo/salmon#StockManagementUnit,http://qudt.org/vocab/unit/NUM,https://w3id.org/gcdfo/salmon#Age2YearClass;https://w3id.org/gcdfo/salmon#OceanPhase,,
spsr,smu_year,ocean_age_3,Ocean (Age 3),Number of fish caught in ocean at age 3.,measurement,integer,http://rs.tdwg.org/dwc/terms/individualCount,http://qudt.org/vocab/quantitykind/Count,https://w3id.org/gcdfo/salmon#StockManagementUnit,http://qudt.org/vocab/unit/NUM,https://w3id.org/gcdfo/salmon#Age3YearClass;https://w3id.org/gcdfo/salmon#OceanPhase,,
spsr,smu_year,ocean_age_4,Ocean (Age 4),Number of fish caught in ocean at age 4.,measurement,integer,http://rs.tdwg.org/dwc/terms/individualCount,http://qudt.org/vocab/quantitykind/Count,https://w3id.org/gcdfo/salmon#StockManagementUnit,http://qudt.org/vocab/unit/NUM,https://w3id.org/gcdfo/salmon#Age4YearClass;https://w3id.org/gcdfo/salmon#OceanPhase,,
spsr,smu_year,ocean_age_5,Ocean (Age 5),Number of fish caught in ocean at age 5.,measurement,integer,http://rs.tdwg.org/dwc/terms/individualCount,http://qudt.org/vocab/quantitykind/Count,https://w3id.org/gcdfo/salmon#StockManagementUnit,http://qudt.org/vocab/unit/NUM,https://w3id.org/gcdfo/salmon#Age5YearClass;https://w3id.org/gcdfo/salmon#OceanPhase,,
spsr,smu_year,ocean_age_6,Ocean (Age 6),Number of fish caught in ocean at age 6.,measurement,integer,http://rs.tdwg.org/dwc/terms/individualCount,http://qudt.org/vocab/quantitykind/Count,https://w3id.org/gcdfo/salmon#StockManagementUnit,http://qudt.org/vocab/unit/NUM,https://w3id.org/gcdfo/salmon#Age6YearClass;https://w3id.org/gcdfo/salmon#OceanPhase,,
spsr,smu_year,ocean_age_7,Ocean (Age 7),Number of fish caught in ocean at age 7.,measurement,integer,http://rs.tdwg.org/dwc/terms/individualCount,http://qudt.org/vocab/quantitykind/Count,https://w3id.org/gcdfo/salmon#StockManagementUnit,http://qudt.org/vocab/unit/NUM,https://w3id.org/gcdfo/salmon#Age7YearClass;https://w3id.org/gcdfo/salmon#OceanPhase,,
spsr,smu_year,terminal_catch,Terminal Catch,Number of fish caught in terminal (in-river) fisheries.,measurement,number,http://rs.tdwg.org/dwc/terms/individualCount,http://qudt.org/vocab/quantitykind/Count,https://w3id.org/gcdfo/salmon#StockManagementUnit,http://qudt.org/vocab/unit/NUM,https://w3id.org/gcdfo/salmon#TerminalPhase;https://w3id.org/gcdfo/salmon#CatchContext,,
spsr,smu_year,terminal_age_1,Terminal (Age 1),Number of fish caught in terminal (in-river) fisheries at age 1.,measurement,number,http://rs.tdwg.org/dwc/terms/individualCount,http://qudt.org/vocab/quantitykind/Count,https://w3id.org/gcdfo/salmon#StockManagementUnit,http://qudt.org/vocab/unit/NUM,https://w3id.org/gcdfo/salmon#Age1YearClass;https://w3id.org/gcdfo/salmon#TerminalPhase,,
spsr,smu_year,terminal_age_2,Terminal (Age 2),Number of fish caught in terminal (in-river) fisheries at age 2.,measurement,number,http://rs.tdwg.org/dwc/terms/individualCount,http://qudt.org/vocab/quantitykind/Count,https://w3id.org/gcdfo/salmon#StockManagementUnit,http://qudt.org/vocab/unit/NUM,https://w3id.org/gcdfo/salmon#Age2YearClass;https://w3id.org/gcdfo/salmon#TerminalPhase,,
spsr,smu_year,terminal_age_3,Terminal (Age 3),Number of fish caught in terminal (in-river) fisheries at age 3.,measurement,number,http://rs.tdwg.org/dwc/terms/individualCount,http://qudt.org/vocab/quantitykind/Count,https://w3id.org/gcdfo/salmon#StockManagementUnit,http://qudt.org/vocab/unit/NUM,https://w3id.org/gcdfo/salmon#Age3YearClass;https://w3id.org/gcdfo/salmon#TerminalPhase,,
spsr,smu_year,terminal_age_4,Terminal (Age 4),Number of fish caught in terminal (in-river) fisheries at age 4.,measurement,number,http://rs.tdwg.org/dwc/terms/individualCount,http://qudt.org/vocab/quantitykind/Count,https://w3id.org/gcdfo/salmon#StockManagementUnit,http://qudt.org/vocab/unit/NUM,https://w3id.org/gcdfo/salmon#Age4YearClass;https://w3id.org/gcdfo/salmon#TerminalPhase,,
spsr,smu_year,terminal_age_5,Terminal (Age 5),Number of fish caught in terminal (in-river) fisheries at age 5.,measurement,number,http://rs.tdwg.org/dwc/terms/individualCount,http://qudt.org/vocab/quantitykind/Count,https://w3id.org/gcdfo/salmon#StockManagementUnit,http://qudt.org/vocab/unit/NUM,https://w3id.org/gcdfo/salmon#Age5YearClass;https://w3id.org/gcdfo/salmon#TerminalPhase,,
spsr,smu_year,terminal_age_6,Terminal (Age 6),Number of fish caught in terminal (in-river) fisheries at age 6.,measurement,number,http://rs.tdwg.org/dwc/terms/individualCount,http://qudt.org/vocab/quantitykind/Count,https://w3id.org/gcdfo/salmon#StockManagementUnit,http://qudt.org/vocab/unit/NUM,https://w3id.org/gcdfo/salmon#Age6YearClass;https://w3id.org/gcdfo/salmon#TerminalPhase,,
spsr,smu_year,terminal_age_7,Terminal (Age 7),Number of fish caught in terminal (in-river) fisheries at age 7.,measurement,number,http://rs.tdwg.org/dwc/terms/individualCount,http://qudt.org/vocab/quantitykind/Count,https://w3id.org/gcdfo/salmon#StockManagementUnit,http://qudt.org/vocab/unit/NUM,https://w3id.org/gcdfo/salmon#Age7YearClass;https://w3id.org/gcdfo/salmon#TerminalPhase,,
spsr,smu_year,total_catch,Total Catch,"This includes harvest numbers from commercial, FSC, and recreational fisheries.",measurement,integer,http://rs.tdwg.org/dwc/terms/individualCount,http://qudt.org/vocab/quantitykind/Count,https://w3id.org/gcdfo/salmon#StockManagementUnit,http://qudt.org/vocab/unit/NUM,https://w3id.org/gcdfo/salmon#CatchContext,,
spsr,smu_year,recruits,Recruits,"The number of new fish are added to a population (via spawning) for a given year, not including existing spawners.",measurement,integer,http://rs.tdwg.org/dwc/terms/individualCount,http://qudt.org/vocab/quantitykind/Count,https://w3id.org/gcdfo/salmon#StockManagementUnit,http://qudt.org/vocab/unit/NUM,https://w3id.org/gcdfo/salmon#RecruitStageContext,,
spsr,smu_year,total_run,Total Run Size,The number of salmon returning to a given system (often spawners plus catch).,measurement,integer,http://rs.tdwg.org/dwc/terms/individualCount,http://qudt.org/vocab/quantitykind/Count,https://w3id.org/gcdfo/salmon#StockManagementUnit,http://qudt.org/vocab/unit/NUM,https://w3id.org/gcdfo/salmon#RunContext,,
spsr,smu_year,total_fishery_mortality_rate,Total Exploitation,The proportion of a fish population that is harvested (exploited) by fisheries.,measurement,number,https://w3id.org/gcdfo/salmon#TotalExploitationRate,http://qudt.org/vocab/quantitykind/DimensionlessRatio,https://w3id.org/gcdfo/salmon#StockManagementUnit,http://qudt.org/vocab/unit/UNITLESS,https://w3id.org/gcdfo/salmon#SurvivalOrMortalityContext,,
spsr,smu_year,id,ID,Auto-generated unique identifier for the record.,identifier,string,,,https://w3id.org/gcdfo/salmon#StockManagementUnit,,,,
spsr,smu_year,total_exploitation_rate,Total Exploitation Rate,Total Exploitation Rate (all types),measurement,number,https://w3id.org/gcdfo/salmon#TotalExploitationRate,http://qudt.org/vocab/quantitykind/DimensionlessRatio,https://w3id.org/gcdfo/salmon#StockManagementUnit,http://qudt.org/vocab/unit/UNITLESS,https://w3id.org/gcdfo/salmon#CatchContext,,
spsr,smu_year,ocean_exploitation_rate,Ocean Exploitation Rate,Ocean Exploitation Rate,measurement,number,https://w3id.org/gcdfo/salmon#ExploitationRate,http://qudt.org/vocab/quantitykind/DimensionlessRatio,https://w3id.org/gcdfo/salmon#StockManagementUnit,http://qudt.org/vocab/unit/UNITLESS,https://w3id.org/gcdfo/salmon#OceanPhase;https://w3id.org/gcdfo/salmon#CatchContext,,
spsr,smu_year,mainstem_catch,Mainstem Catch,Catch in mainstem fisheries (in-river mainstem fisheries).,measurement,integer,http://rs.tdwg.org/dwc/terms/individualCount,http://qudt.org/vocab/quantitykind/Count,https://w3id.org/gcdfo/salmon#StockManagementUnit,http://qudt.org/vocab/unit/NUM,https://w3id.org/gcdfo/salmon#MainstemPhase;https://w3id.org/gcdfo/salmon#CatchContext,,
spsr,smu_year,total_spawners,Total Spawners,Total number of spawners (fish that returned to spawn) for the year.,measurement,number,http://rs.tdwg.org/dwc/terms/individualCount,http://qudt.org/vocab/quantitykind/Count,https://w3id.org/gcdfo/salmon#StockManagementUnit,http://qudt.org/vocab/unit/NUM,https://w3id.org/gcdfo/salmon#SpawnerStageContext,,
spsr,smu_year,total_ocean_run,Total Ocean Run,Total Ocean Run Size,measurement,integer,http://rs.tdwg.org/dwc/terms/individualCount,http://qudt.org/vocab/quantitykind/Count,https://w3id.org/gcdfo/salmon#StockManagementUnit,http://qudt.org/vocab/unit/NUM,https://w3id.org/gcdfo/salmon#RunContext,,
spsr,smu_year,total_terminal_run,Total Terminal Run,Total Terminal Run Size,measurement,number,http://rs.tdwg.org/dwc/terms/individualCount,http://qudt.org/vocab/quantitykind/Count,https://w3id.org/gcdfo/salmon#StockManagementUnit,http://qudt.org/vocab/unit/NUM,https://w3id.org/gcdfo/salmon#RunContext,,
spsr,smu_year,spawners_age_1,Spawners Age 1,Spawners Age 1 Count,measurement,number,http://rs.tdwg.org/dwc/terms/individualCount,http://qudt.org/vocab/quantitykind/Count,https://w3id.org/gcdfo/salmon#StockManagementUnit,http://qudt.org/vocab/unit/NUM,https://w3id.org/gcdfo/salmon#Age1YearClass;https://w3id.org/gcdfo/salmon#SpawnerStageContext,,
spsr,smu_year,spawners_age_2,Spawners Age 2,Spawners Age 2 Count,measurement,number,http://rs.tdwg.org/dwc/terms/individualCount,http://qudt.org/vocab/quantitykind/Count,https://w3id.org/gcdfo/salmon#StockManagementUnit,http://qudt.org/vocab/unit/NUM,https://w3id.org/gcdfo/salmon#Age2YearClass;https://w3id.org/gcdfo/salmon#SpawnerStageContext,,
spsr,smu_year,spawners_age_3,Spawners Age 3,Spawners Age 3 Count,measurement,number,http://rs.tdwg.org/dwc/terms/individualCount,http://qudt.org/vocab/quantitykind/Count,https://w3id.org/gcdfo/salmon#StockManagementUnit,http://qudt.org/vocab/unit/NUM,https://w3id.org/gcdfo/salmon#Age3YearClass;https://w3id.org/gcdfo/salmon#SpawnerStageContext,,
spsr,smu_year,spawners_age_4,Spawners Age 4,Spawners Age 4 Count,measurement,number,http://rs.tdwg.org/dwc/terms/individualCount,http://qudt.org/vocab/quantitykind/Count,https://w3id.org/gcdfo/salmon#StockManagementUnit,http://qudt.org/vocab/unit/NUM,https://w3id.org/gcdfo/salmon#Age4YearClass;https://w3id.org/gcdfo/salmon#SpawnerStageContext,,
spsr,smu_year,spawners_age_5,Spawners Age 5,Spawners Age 5 Count,measurement,number,http://rs.tdwg.org/dwc/terms/individualCount,http://qudt.org/vocab/quantitykind/Count,https://w3id.org/gcdfo/salmon#StockManagementUnit,http://qudt.org/vocab/unit/NUM,https://w3id.org/gcdfo/salmon#Age5YearClass;https://w3id.org/gcdfo/salmon#SpawnerStageContext,,
spsr,smu_year,spawners_age_6,Spawners Age 6,Spawners Age 6 Count,measurement,number,http://rs.tdwg.org/dwc/terms/individualCount,http://qudt.org/vocab/quantitykind/Count,https://w3id.org/gcdfo/salmon#StockManagementUnit,http://qudt.org/vocab/unit/NUM,https://w3id.org/gcdfo/salmon#Age6YearClass;https://w3id.org/gcdfo/salmon#SpawnerStageContext,,
spsr,smu_year,spawners_age_7,Spawners Age 7,Spawners Age 7 Count,measurement,number,http://rs.tdwg.org/dwc/terms/individualCount,http://qudt.org/vocab/quantitykind/Count,https://w3id.org/gcdfo/salmon#StockManagementUnit,http://qudt.org/vocab/unit/NUM,https://w3id.org/gcdfo/salmon#Age7YearClass;https://w3id.org/gcdfo/salmon#SpawnerStageContext,,
spsr,smu_year,run_age_1,Run Age 1,Run Age 1 Count,measurement,integer,http://rs.tdwg.org/dwc/terms/individualCount,http://qudt.org/vocab/quantitykind/Count,https://w3id.org/gcdfo/salmon#StockManagementUnit,http://qudt.org/vocab/unit/NUM,https://w3id.org/gcdfo/salmon#Age1YearClass;https://w3id.org/gcdfo/salmon#RunContext,,
spsr,smu_year,run_age_2,Run Age 2,Run Age 2 Count,measurement,integer,http://rs.tdwg.org/dwc/terms/individualCount,http://qudt.org/vocab/quantitykind/Count,https://w3id.org/gcdfo/salmon#StockManagementUnit,http://qudt.org/vocab/unit/NUM,https://w3id.org/gcdfo/salmon#Age2YearClass;https://w3id.org/gcdfo/salmon#RunContext,,
spsr,smu_year,run_age_3,Run Age 3,Run Age 3 Count,measurement,integer,http://rs.tdwg.org/dwc/terms/individualCount,http://qudt.org/vocab/quantitykind/Count,https://w3id.org/gcdfo/salmon#StockManagementUnit,http://qudt.org/vocab/unit/NUM,https://w3id.org/gcdfo/salmon#Age3YearClass;https://w3id.org/gcdfo/salmon#RunContext,,
spsr,smu_year,run_age_4,Run Age 4,Run Age 4 Count,measurement,integer,http://rs.tdwg.org/dwc/terms/individualCount,http://qudt.org/vocab/quantitykind/Count,https://w3id.org/gcdfo/salmon#StockManagementUnit,http://qudt.org/vocab/unit/NUM,https://w3id.org/gcdfo/salmon#Age4YearClass;https://w3id.org/gcdfo/salmon#RunContext,,
spsr,smu_year,run_age_5,Run Age 5,Run Age 5 Count,measurement,integer,http://rs.tdwg.org/dwc/terms/individualCount,http://qudt.org/vocab/quantitykind/Count,https://w3id.org/gcdfo/salmon#StockManagementUnit,http://qudt.org/vocab/unit/NUM,https://w3id.org/gcdfo/salmon#Age5YearClass;https://w3id.org/gcdfo/salmon#RunContext,,
spsr,smu_year,run_age_6,Run Age 6,Run Age 6 Count,measurement,integer,http://rs.tdwg.org/dwc/terms/individualCount,http://qudt.org/vocab/quantitykind/Count,https://w3id.org/gcdfo/salmon#StockManagementUnit,http://qudt.org/vocab/unit/NUM,https://w3id.org/gcdfo/salmon#Age6YearClass;https://w3id.org/gcdfo/salmon#RunContext,,
spsr,smu_year,run_age_7,Run Age 7,Run Age 7 Count,measurement,integer,http://rs.tdwg.org/dwc/terms/individualCount,http://qudt.org/vocab/quantitykind/Count,https://w3id.org/gcdfo/salmon#StockManagementUnit,http://qudt.org/vocab/unit/NUM,https://w3id.org/gcdfo/salmon#Age7YearClass;https://w3id.org/gcdfo/salmon#RunContext,,
spsr,smu_year,catch_age_1,Catch Age 1,Catch Age 1 Count,measurement,integer,http://rs.tdwg.org/dwc/terms/individualCount,http://qudt.org/vocab/quantitykind/Count,https://w3id.org/gcdfo/salmon#StockManagementUnit,http://qudt.org/vocab/unit/NUM,https://w3id.org/gcdfo/salmon#Age1YearClass;https://w3id.org/gcdfo/salmon#CatchContext,,
spsr,smu_year,catch_age_2,Catch Age 2,Catch Age 2 Count,measurement,integer,http://rs.tdwg.org/dwc/terms/individualCount,http://qudt.org/vocab/quantitykind/Count,https://w3id.org/gcdfo/salmon#StockManagementUnit,http://qudt.org/vocab/unit/NUM,https://w3id.org/gcdfo/salmon#Age2YearClass;https://w3id.org/gcdfo/salmon#CatchContext,,
spsr,smu_year,catch_age_3,Catch Age 3,Catch Age 3 Count,measurement,integer,http://rs.tdwg.org/dwc/terms/individualCount,http://qudt.org/vocab/quantitykind/Count,https://w3id.org/gcdfo/salmon#StockManagementUnit,http://qudt.org/vocab/unit/NUM,https://w3id.org/gcdfo/salmon#Age3YearClass;https://w3id.org/gcdfo/salmon#CatchContext,,
spsr,smu_year,catch_age_4,Catch Age 4,Catch Age 4 Count,measurement,integer,http://rs.tdwg.org/dwc/terms/individualCount,http://qudt.org/vocab/quantitykind/Count,https://w3id.org/gcdfo/salmon#StockManagementUnit,http://qudt.org/vocab/unit/NUM,https://w3id.org/gcdfo/salmon#Age4YearClass;https://w3id.org/gcdfo/salmon#CatchContext,,
spsr,smu_year,catch_age_5,Catch Age 5,Catch Age 5 Count,measurement,integer,http://rs.tdwg.org/dwc/terms/individualCount,http://qudt.org/vocab/quantitykind/Count,https://w3id.org/gcdfo/salmon#StockManagementUnit,http://qudt.org/vocab/unit/NUM,https://w3id.org/gcdfo/salmon#Age5YearClass;https://w3id.org/gcdfo/salmon#CatchContext,,
spsr,smu_year,catch_age_6,Catch Age 6,Catch Age 6 Count,measurement,integer,http://rs.tdwg.org/dwc/terms/individualCount,http://qudt.org/vocab/quantitykind/Count,https://w3id.org/gcdfo/salmon#StockManagementUnit,http://qudt.org/vocab/unit/NUM,https://w3id.org/gcdfo/salmon#Age6YearClass;https://w3id.org/gcdfo/salmon#CatchContext,,
spsr,smu_year,catch_age_7,Catch Age 7,Catch Age 7 Count,measurement,integer,http://rs.tdwg.org/dwc/terms/individualCount,http://qudt.org/vocab/quantitykind/Count,https://w3id.org/gcdfo/salmon#StockManagementUnit,http://qudt.org/vocab/unit/NUM,https://w3id.org/gcdfo/salmon#Age7YearClass;https://w3id.org/gcdfo/salmon#CatchContext,,
spsr,population,id,ID,Auto-generated unique identifier for the record.,identifier,string,,,https://w3id.org/gcdfo/salmon#Population,,,,
spsr,population,pop_id,Population ID,Population ID,identifier,string,,,https://w3id.org/gcdfo/salmon#Population,,,,
spsr,population,pop_name,Population Name,Population Name,attribute,string,,,https://w3id.org/gcdfo/salmon#Population,,,,
spsr,population,cu_id,CU ID,Alphanumeric ID number for conservation unit (CU) demographic unit. An official list of CU ID's and corresponding names can be found in the SMU/CU crosswalk in NuSEDS.,identifier,string,,,https://w3id.org/gcdfo/salmon#Population,,,,
spsr,population,smu_id,SMU_ID,Alphanumeric ID number for stock management unit (SMU) to which this population belongs.,identifier,string,,,https://w3id.org/gcdfo/salmon#Population,,,,
spsr,population,life_history_type,Life History Type,Describes the life cycle patterns of the salmon,attribute,string,,,https://w3id.org/gcdfo/salmon#Population,,,,
spsr,population,cu_type,CU Type,There are currently nine Conservation Unit (CU) groupings for Pacific salmon.,attribute,string,,,https://w3id.org/gcdfo/salmon#Population,,,,
spsr,population,dfo_area,DFO Area,"The DFO (Fisheries and Oceans Canada) area that the unit resides in, either South Coast, North Coast, Fraser and Interior, Yukon Transboundary.",attribute,string,,,https://w3id.org/gcdfo/salmon#Population,,,,
spsr,population,lrp,Limit Reference Point,The limit reference point (LRP) represents the lower bound below which the stock is considered to have suffered serious harm.,attribute,string,,,https://w3id.org/gcdfo/salmon#Population,,,,
spsr,population,usr,Upper Stock Reference,"The upper stock reference (USR) is to serves as an upper stock status threshold, signaling when management actions should be taken to reduce harvest.",attribute,string,,,https://w3id.org/gcdfo/salmon#Population,,,,
spsr,population,tr,Target Reference,"A management target reference point that represents a desirable level for the stock, above the USR.",attribute,string,,,https://w3id.org/gcdfo/salmon#Population,,,,
spsr,population,rr,Removal Reference,Removal Reference (RR) represents the maximum allowable removal rate (fraction of the population that can be harvested).,attribute,string,,,https://w3id.org/gcdfo/salmon#Population,,,,
spsr,population,lower_bio_benchmark,Lower Biological Benchmark,Definition not provided.,measurement,number,https://w3id.org/gcdfo/salmon#LowerBiologicalBenchmark,http://qudt.org/vocab/quantitykind/DimensionlessRatio,https://w3id.org/gcdfo/salmon#Population,http://qudt.org/vocab/unit/UNITLESS,https://w3id.org/gcdfo/salmon#ManagementReferenceContext,,
